Commodity Code,O*NET-SOC Code,O*NET-SOC Title,T2 Type,T2 Example,Commodity Title
43232106,"11-3042.00","Training and Development Managers","Technology","Dazzlersoft DazzlerMax","Presentation software"
43232502,"11-3042.00","Training and Development Managers","Technology","Eedo Knowledgeware Eedo Force Ten","Computer based training software"
43232107,"11-3042.00","Training and Development Managers","Technology","eXe","Web page creation and editing software"
43232502,"11-3042.00","Training and Development Managers","Technology","EZ LCMS","Computer based training software"
43232106,"11-3042.00","Training and Development Managers","Technology","Flying PopCorn","Presentation software"
43232502,"11-3042.00","Training and Development Managers","Technology","FunEducation Outstart Trainer","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","GeoMetrix Data Systems Training Partner","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","ICS Learning Group Inquisiq EX","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","iLinc Communications LearnLinc","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","Intelladon Enterprise Knowledge Platform EKP","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","Intellum Rollbook","Computer based training software"
43232408,"11-3042.00","Training and Development Managers","Technology","JavaScript","Web platform development software"
43232502,"11-3042.00","Training and Development Managers","Technology","LeanForward LearnPoint","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","Learn HQ Activate LMS","Computer based training software"
43232106,"11-3042.00","Training and Development Managers","Technology","Magenta MultiMedia Tools Magenta II","Presentation software"
43232502,"11-3042.00","Training and Development Managers","Technology","Medworxx Learning Management System","Computer based training software"
43232107,"11-3042.00","Training and Development Managers","Technology","Microsoft FrontPage","Web page creation and editing software"
43231513,"11-3042.00","Training and Development Managers","Technology","Microsoft Office","Office suite software"
43232106,"11-3042.00","Training and Development Managers","Technology","Microsoft PowerPoint","Presentation software"
43232104,"11-3042.00","Training and Development Managers","Technology","Microsoft Word","Word processing software"
43232502,"11-3042.00","Training and Development Managers","Technology","Mzinga On-Demand Learning Suite","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","OnPoint Digital OnPoint Learning & Performance Suite","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","Operitel LearnFlex","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","PRO-ductivity Systems Compliance Training Manager Web","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","Rapid Intake Unison","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","RISC Virtual Training Assistant","Computer based training software"
43232107,"11-3042.00","Training and Development Managers","Technology","SAFARI Video Networks eZediaQTI","Web page creation and editing software"
43232502,"11-3042.00","Training and Development Managers","Technology","SkillSoft SkillPort","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","SumTotal Systems TotalLMS","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","techniques.org knowledgeWorks LMS","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","The Human Equation InSite LMS","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","TrainOnTrack Learning Management System LMS","Computer based training software"
43232502,"11-3042.00","Training and Development Managers","Technology","Upside Learning UpsideLMS","Computer based training software"
43233502,"11-3042.00","Training and Development Managers","Technology","WBT Systems TopClass","Video conferencing software"
43232502,"11-3042.00","Training and Development Managers","Technology","Xyleme Learning Content Management System LCMS","Computer based training software"
43211508,"11-3051.00","Industrial Production Managers","Tools","Personal computers","Personal computers"
43211504,"11-3051.00","Industrial Production Managers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43211711,"11-3051.00","Industrial Production Managers","Tools","Scanners","Scanners"
43232603,"11-3051.00","Industrial Production Managers","Technology","ABB Optimize software","Facilities management software"
43232608,"11-3051.00","Industrial Production Managers","Technology","CitectSCADA Reports","Industrial control software"
43232608,"11-3051.00","Industrial Production Managers","Technology","CitectSCADA software","Industrial control software"
43232108,"11-3051.00","Industrial Production Managers","Technology","Computer integrated manufacturing CIM software","Calendar and scheduling software"
43231505,"11-3051.00","Industrial Production Managers","Technology","Computer integrated manufacturing CIM time manager software","Human resources software"
43232104,"11-3051.00","Industrial Production Managers","Technology","CorVu software","Word processing software"
43231604,"11-3051.00","Industrial Production Managers","Technology","Financial planning software","Financial analysis software"
43231513,"11-3051.00","Industrial Production Managers","Technology","interBiz BizWorks","Office suite software"
43231601,"11-3051.00","Industrial Production Managers","Technology","Intuit QuickBooks Manufacturing & Wholesale software","Accounting software"
43232608,"11-3051.00","Industrial Production Managers","Technology","Marel production system MPS software","Industrial control software"
43231513,"11-3051.00","Industrial Production Managers","Technology","Microsoft Office","Office suite software"
43233501,"11-3051.00","Industrial Production Managers","Technology","Microsoft Outlook","Electronic mail software"
43232104,"11-3051.00","Industrial Production Managers","Technology","Microsoft Word","Word processing software"
43232603,"11-3051.00","Industrial Production Managers","Technology","Plant management software","Facilities management software"
43231507,"11-3051.00","Industrial Production Managers","Technology","Scadex timecard20","Project management software"
43232608,"11-3051.00","Industrial Production Managers","Technology","Statistical process control software","Industrial control software"
43232108,"11-3051.00","Industrial Production Managers","Technology","WorkSchedule software","Calendar and scheduling software"
44101801,"11-3061.00","Purchasing Managers","Tools","10-key calculators","Calculators or accessories"
43211508,"11-3061.00","Purchasing Managers","Tools","Personal computers","Personal computers"
43231503,"11-3061.00","Purchasing Managers","Technology","Automated purchase order software","Procurement software"
43232306,"11-3061.00","Purchasing Managers","Technology","Corel Paradox","Data base user interface and query software"
43231602,"11-3061.00","Purchasing Managers","Technology","Epicor Vantage ERP","Enterprise resource planning ERP software"
43231602,"11-3061.00","Purchasing Managers","Technology","Lawson M3 Supply Chain Management software","Enterprise resource planning ERP software"
